cycle,office,state,district,special,race_key,dem_pct,rep_pct,margin,winner_party,incumbent_party,uncontested,total_votes,dem_votes,rep_votes,provenance
2010,Governor,GA,0,False,G-GA,42.97134379411845,53.01811493924487,-10.04677114512642,R,R,False,2576161.0,1107011.0,1365832.0,mirror
2010,Governor,HI,0,False,G-HI,58.21890773545795,41.12028607052956,17.098621664928388,D,R,False,382563.0,222724.0,157311.0,mirror
2010,Governor,IA,0,False,G-IA,43.20787727058421,52.80634003349337,-9.598462762909158,R,D,False,1119190.0,484798.0,592494.0,mirror
2010,Governor,ID,0,False,G-ID,32.85491729921443,59.10769332758792,-26.25277602837349,R,R,False,452535.0,148680.0,267483.0,mirror
2010,Governor,IL,0,False,G-IL,46.78887620787954,45.93541478830892,0.8534614195706212,D,D,False,3729987.0,1745219.0,1713385.0,mirror
2010,Governor,KS,0,False,G-KS,32.209015367374434,63.27686310041846,-31.067847733044026,R,D,False,838790.0,270166.0,530760.0,mirror
2010,Governor,MA,0,False,G-MA,48.42246910043757,42.00477223068481,6.41769686975276,D,D,False,2294439.0,1112283.0,964866.0,mirror
2010,Governor,MD,0,False,G-MD,56.2448059078089,41.78520679484144,14.45959911296746,D,D,False,1856352.0,1044961.0,776319.0,mirror
2010,Governor,ME,0,False,G-ME,16.329162288661763,43.00076416085586,-26.671601872194096,R,D,False,40238.0,6838.0,18007.0,mirror
2010,Governor,MI,0,False,G-MI,39.90343722799874,58.114781741849576,-18.21134451385084,R,D,False,3226088.0,1287320.0,1874834.0,mirror
2010,Governor,MN,0,False,G-MN,43.62709246846615,43.21086500798995,0.4162274604762004,D,R,False,2105157.0,919232.0,910462.0,mirror
2010,Governor,NE,0,False,G-NE,26.09551874226416,73.90448125773584,-47.80896251547168,R,R,False,487988.0,127343.0,360645.0,mirror
2010,Governor,NH,0,False,G-NH,52.63957878875485,45.03315899673229,7.606419792022557,D,D,False,456051.0,240346.0,205616.0,mirror
2010,Governor,NM,0,False,G-NM,46.54967345523674,53.28543678368752,-6.73576332845078,R,D,False,602827.0,280614.0,321219.0,mirror
2010,Governor,NV,0,False,G-NV,41.61324942884377,53.36141314587407,-11.748163717030295,R,R,False,704298.0,298171.0,382350.0,mirror
2010,Governor,NY,0,False,G-NY,61.027967765964654,32.45159433185157,28.576373434113087,D,D,False,4653119.0,2910876.0,1547857.0,mirror
2010,Governor,OH,0,False,G-OH,47.0363032123036,49.0383180241035,-2.002014811799903,R,D,False,3852469.0,1812059.0,1889186.0,mirror
2010,Governor,OK,0,False,G-OK,39.55102936216559,60.44897063783441,-20.897941275668813,R,D,False,1034767.0,409261.0,625506.0,mirror
2010,Governor,OR,0,False,G-OR,49.294897726115686,47.76498608921067,1.5299116369050125,D,D,False,1450335.0,716525.0,694287.0,mirror
2010,Governor,PA,0,False,G-PA,45.51134267624414,54.48865732375586,-8.977314647511719,R,D,False,3987551.0,1814788.0,2172763.0,mirror
2010,Governor,RI,0,False,G-RI,23.04946098337667,33.57124076075842,-10.521779777381752,O,R,False,342290.0,78896.0,114911.0,mirror
